HOUSEID,PERSONID,TRPTRANS,TRPACCMP,DRVRCNT,EDUC,HHFAMINC,HHSIZE,HHSTATE,HHVEHCNT,HOMEOWN,R_AGE_IMP,R_SEX_IMP,TRPMILES,TRVLCMIN,URBRUR,WORKER,WHYTRP1S,STRTTIME,TRIPPURP,choice,DA,SR,Transit,Bicycle,Walk,av_DA,av_SR,av_Transit,av_Bicycle,av_Walk,constant,DRVRCNT_imp,DRVRCNT_zero,DRVRCNT_one,DRVRCNT_two,DRVRCNT_3GE,education,less_Bachelor,Bachelor,Graduate,hhincome,hhincome_1,hhincome_2,hhincome_3,hhincome_4,hhsize,hhsize_1,hhsize_2,hhsize_3,hhsize_4,hhsize_5,hhsize3GE,HHVEHCNT_imp,veh_zero,veh_one,veh_two,veh_3GE,AGE,age_LE18,age18_24,age25_29,age30_44,age45_59,age60_74,age_75GE,Urban_Rural,Employ_status,Gender,Norm_tripmile,Norm_triptime,triptime_scaled,triptime_log,IndivID,ALT_16,ALT_23,ALT_45
40745852,1,6,0,2,4,8,2,TX,2,1,69,1,16.48,30,1,1,10,830,HBW,1,1,0,0,0,0,1,1,0,0,1,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,1,0.005630551,0.027645377,0.3,1.477121255,407458521,2,3,2
40745852,2,3,0,2,4,8,2,TX,2,1,64,2,3.221,10,1,1,10,800,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,0,0.001100211,0.0085796,0.1,1,407458522,-1,-1,-1
40745880,1,3,0,1,4,6,1,NY,1,2,24,2,1.849,5,1,1,10,655,HBW,1,1,0,0,0,0,1,1,1,1,1,1,2,0,0,1,0,2,0,1,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0.000631425,0.003813155,0.05,0.698970004,407458801,3,1,3
40745895,1,4,0,1,3,7,1,CA,2,1,73,2,5.314,16,1,1,10,810,HBW,1,1,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,0,0.001815348,0.014299333,0.16,1.204119983,407458951,2,1,4
40745907,1,3,0,1,3,6,1,CA,1,1,58,2,16.898,25,1,1,10,630,HBW,1,1,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,0,0.005773373,0.022878932,0.25,1.397940009,407459071,2,1,4
40745922,1,3,0,1,5,9,1,TX,1,1,46,1,1.258,10,1,1,10,815,HBW,1,1,0,0,0,0,1,1,1,1,1,1,2,0,0,1,0,3,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,1,0.000429492,0.0085796,0.1,1,407459221,3,3,3
40745943,1,3,0,2,4,6,2,IA,2,1,61,1,4.68,10,1,1,10,635,HBW,1,1,0,0,0,0,1,1,1,1,1,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,1,0.001598722,0.0085796,0.1,1,407459431,3,3,3
40745988,2,3,0,2,5,11,2,WI,2,1,59,1,3.488,10,1,1,10,645,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.001191439,0.0085796,0.1,1,407459882,-1,-1,-1
40746001,2,3,0,2,5,7,2,WI,3,1,53,1,0.665,2,1,1,10,855,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.000226876,0.000953289,0.02,0.301029996,407460012,-1,-1,-1
40746083,2,4,0,3,3,3,3,TX,3,1,58,1,15.211,30,1,1,10,645,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,1,0,1,0,0,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.005196958,0.027645377,0.3,1.477121255,407460832,2,1,4
40746083,3,6,0,3,2,3,3,TX,3,1,46,2,3.674,17,1,1,10,830,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,1,0,1,0,0,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.001254992,0.015252622,0.17,1.230448921,407460833,2,1,4
40746102,2,4,0,2,4,6,2,GA,3,1,34,2,7.538,14,1,1,10,721,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0.002575245,0.012392755,0.14,1.146128036,407461022,2,3,4
40746133,2,3,0,2,4,8,4,MN,2,1,43,1,17.722,31,1,1,10,654,HBW,1,1,0,0,0,0,1,1,0,1,1,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.006054918,0.028598665,0.31,1.491361694,407461332,4,1,3
40746143,1,6,0,2,3,7,2,NY,2,1,46,1,3.704,10,1,1,10,700,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.001265242,0.0085796,0.1,1,407461431,4,1,4
40746143,2,4,0,2,3,7,2,NY,2,1,46,2,18.481,25,1,1,10,730,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.006314253,0.022878932,0.25,1.397940009,407461432,4,1,4
40746180,1,3,0,2,3,6,3,TX,2,1,25,1,5.219,20,1,1,1,730,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,3,0,0,0,1,3,0,0,1,0,0,0,0,1,1,1,0.001782888,0.018112488,0.2,1.301029996,407461801,4,2,4
40746333,1,4,0,2,4,9,2,GA,3,1,51,2,6.405,15,2,1,10,650,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0.002188121,0.013346044,0.15,1.176091259,407463331,4,1,4
40746376,1,3,0,1,5,7,1,CA,1,2,30,2,11.585,20,1,1,10,900,HBW,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,3,0,0,1,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,4,0,0,0,1,0,0,0,1,1,0,0.003958025,0.018112488,0.2,1.301029996,407463761,2,4,4
40746432,1,3,0,2,4,8,2,GA,2,1,61,1,14.06,29,2,1,10,735,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,0,1,1,0.004803684,0.026692088,0.29,1.462397998,407464321,2,1,4
40746432,2,3,0,2,3,8,2,GA,2,1,67,2,9.471,30,2,1,10,830,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,0,1,0,0.003235713,0.027645377,0.3,1.477121255,407464322,4,4,4
40746553,2,3,1,2,3,6,3,AZ,2,1,31,1,5.451,10,1,1,10,850,HBW,2,0,1,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.001862158,0.0085796,0.1,1,407465532,4,4,4
40746560,1,2,0,1,2,6,1,WI,1,2,63,2,6.474,60,1,1,10,600,HBW,4,0,0,0,1,0,0,0,1,1,1,1,2,0,0,1,0,1,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,1,0,1,1,0,0.002211697,0.056244042,0.6,1.77815125,407465601,1,4,3
40746569,2,3,0,3,4,7,4,WI,3,1,63,1,6.668,15,1,1,10,730,HBW,1,1,0,0,0,0,1,1,1,0,1,1,4,0,0,0,1,2,0,1,0,3,0,0,0,1,4,0,0,0,1,0,1,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0.002277983,0.013346044,0.15,1.176091259,407465692,3,3,2
40746650,1,3,0,2,4,8,2,CA,3,1,49,1,30.052,90,1,1,10,900,HBW,1,1,0,0,0,0,1,1,1,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,0.010267836,0.084842707,0.9,1.954242509,407466501,3,1,4
40746660,2,3,0,3,4,8,4,NE,4,1,43,1,8.339,20,1,1,1,845,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,2,0,1,0,3,0,0,0,1,4,0,0,0,1,0,1,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0.002848931,0.018112488,0.2,1.301029996,407466602,4,4,4
40746660,3,6,0,3,3,8,4,NE,4,1,18,1,6.954,15,1,1,10,745,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,3,0,0,0,1,4,0,0,0,1,0,1,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0.002375704,0.013346044,0.15,1.176091259,407466603,-1,-1,-1
40746727,1,3,1,1,5,11,1,TX,1,1,65,2,6.59,15,1,1,10,845,HBW,2,0,1,0,0,0,1,1,0,0,0,1,2,0,0,1,0,3,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,1,0,1,1,0,0.002251332,0.013346044,0.15,1.176091259,407467271,4,4,4
40746844,2,4,0,3,4,11,3,CA,3,1,49,2,0.213,1,1,1,10,729,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,2,0,1,0,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,7.24E-05,0,0.01,0,407468442,-1,-1,-1
40746844,3,3,0,3,4,11,3,CA,3,1,23,2,10.603,15,1,1,10,630,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,2,0,1,0,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0.003622495,0.013346044,0.15,1.176091259,407468443,-1,-1,-1
40746886,2,6,0,2,3,6,2,NC,2,1,62,1,1.669,5,1,1,10,845,HBW,1,1,0,0,0,0,1,1,0,0,1,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,1,0.000569923,0.003813155,0.05,0.698970004,407468862,2,1,2
40746929,1,3,1,4,3,2,4,WI,1,2,20,1,7.353,15,1,1,10,700,HBW,2,0,1,0,0,0,1,1,1,0,0,1,4,0,0,0,1,1,1,0,0,1,0,1,0,0,4,0,0,0,1,0,1,2,0,0,1,0,2,0,1,0,0,0,0,0,1,1,1,0.002512034,0.013346044,0.15,1.176091259,407469291,1,4,4
40746984,1,3,0,2,3,7,2,WI,3,1,49,2,7.34,18,1,1,10,630,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.002507592,0.01620591,0.18,1.255272505,407469841,4,1,4
40746984,2,3,0,2,3,7,2,WI,3,1,23,1,7.267,30,1,1,10,700,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0.002482649,0.027645377,0.3,1.477121255,407469842,4,1,4
40747042,3,3,0,3,2,6,3,NY,3,1,21,2,19.531,30,2,1,10,700,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,3,0,0,0,1,3,0,0,1,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0.006673017,0.027645377,0.3,1.477121255,407470423,4,1,4
40747152,1,6,1,2,4,9,2,CA,2,1,65,1,4.958,10,1,1,10,605,HBW,2,0,1,0,0,0,1,1,1,1,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,1,0.00169371,0.0085796,0.1,1,407471521,3,3,3
40747152,2,4,1,2,4,9,2,CA,2,1,61,2,4.074,8,1,1,10,724,HBW,2,0,1,0,0,0,1,1,1,1,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,0,0.001391664,0.006673022,0.08,0.903089987,407471522,3,3,3
40747172,1,3,0,4,3,8,4,IL,4,1,58,2,3.896,17,1,1,10,743,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,3,0,0,0,1,4,0,0,0,1,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.001330845,0.015252622,0.17,1.230448921,407471721,4,4,4
40747274,1,4,0,3,3,10,3,WI,4,1,54,2,11.989,25,2,1,10,805,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0.004096064,0.022878932,0.25,1.397940009,407472741,4,1,4
40747274,2,3,0,3,2,10,3,WI,4,1,32,1,13.919,21,2,1,1,600,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,0.004755507,0.019065777,0.21,1.322219295,407472742,4,1,4
40747274,3,3,0,3,3,10,3,WI,4,1,26,2,5.255,15,2,1,10,745,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0.001795189,0.013346044,0.15,1.176091259,407472743,4,1,4
40747401,1,3,0,2,5,10,2,TX,2,1,67,1,19.374,60,1,1,10,800,HBW,1,1,0,0,0,0,1,1,1,0,1,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,1,1,1,0.006619374,0.056244042,0.6,1.77815125,407474011,3,3,2
40747417,1,3,0,2,4,10,2,GA,3,1,56,2,4.134,7,1,1,10,745,HBW,1,1,0,0,0,0,1,1,0,0,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.001412165,0.005719733,0.07,0.84509804,407474171,2,3,2
40747480,1,3,0,3,3,5,4,TX,2,2,44,2,8.986,15,1,1,10,700,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,2,0,0,1,0,4,0,0,0,1,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.003069998,0.013346044,0.15,1.176091259,407474801,4,1,4
40747493,2,4,4,2,5,8,6,NC,2,1,40,1,22.641,40,2,1,10,630,HBW,2,0,1,0,0,0,1,1,0,0,0,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,5,0,0,0,0,1,1,3,0,0,0,1,4,0,0,0,1,0,0,0,0,1,1,0.007735643,0.037178265,0.4,1.602059991,407474932,4,1,4
40747506,1,3,0,1,2,5,1,MO,2,1,63,1,21.581,38,2,1,10,715,HBW,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,1,0,0,1,1,0.007373462,0.035271687,0.38,1.579783597,407475061,4,4,4
40747555,1,4,0,2,2,6,2,WI,4,1,62,1,9.313,7,2,1,10,738,HBW,1,1,0,0,0,0,1,1,0,1,1,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,0,1,1,0.003181727,0.005719733,0.07,0.84509804,407475551,4,1,3
40747555,2,3,0,2,3,6,2,WI,4,1,61,2,4.699,6,2,1,10,843,HBW,1,1,0,0,0,0,1,1,0,0,1,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0.001605214,0.004766444,0.06,0.77815125,407475552,4,1,2
40747557,2,4,0,2,3,5,2,WI,5,1,57,2,11.207,30,1,1,1,630,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,2,0,0,1,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.00382887,0.027645377,0.3,1.477121255,407475572,2,1,4
40747589,1,4,0,2,4,8,2,NC,1,1,72,1,7.86,20,2,1,10,830,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,1,0,0,1,1,0.002685266,0.018112488,0.2,1.301029996,407475891,4,1,4
40747700,1,2,0,0,4,4,1,PA,0,2,25,1,0.609,11,1,1,10,855,HBW,4,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,1,1,1,0.000207742,0.009532888,0.11,1.041392685,407477001,4,4,4
40747748,1,11,0,1,3,5,2,TX,1,1,45,2,5.624,38,1,1,10,756,HBW,3,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,1,1,0,0,2,0,0,1,0,2,0,1,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,0,0.001921269,0.035271687,0.38,1.579783597,407477481,4,4,4
40747759,1,4,0,2,5,11,2,TX,5,1,38,1,18.425,30,1,1,10,705,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0.006295119,0.027645377,0.3,1.477121255,407477591,4,4,4
40747759,2,3,0,2,4,11,2,TX,5,1,38,2,5.688,6,1,1,10,716,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0.001943136,0.004766444,0.06,0.77815125,407477592,4,4,4
40747772,1,3,0,2,5,9,3,TX,3,1,36,1,20.456,50,1,1,10,710,HBW,1,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0.006989072,0.046711153,0.5,1.698970004,407477721,1,4,4
40747882,2,3,0,2,3,3,6,GA,2,2,28,1,17.054,20,1,1,10,700,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,1,0,1,0,0,5,0,0,0,0,1,1,3,0,0,0,1,3,0,0,1,0,0,0,0,1,1,1,0.005826675,0.018112488,0.2,1.301029996,407478822,-1,-1,-1
40747902,1,11,0,2,5,10,2,CA,1,2,29,1,2.438,35,1,1,10,615,HBW,3,0,0,1,0,0,0,0,1,0,1,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,1,1,1,0.000832675,0.032411821,0.35,1.544068044,407479021,3,4,2
40748191,2,3,0,3,3,9,3,TX,3,2,65,1,15.359,30,1,1,10,900,HBW,1,1,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,4,0,0,0,0,3,0,0,1,0,0,1,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0.005247527,0.027645377,0.3,1.477121255,407481912,2,3,4
40748269,2,5,0,2,2,6,2,WI,2,1,56,2,13.994,30,1,1,10,700,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.004781133,0.027645377,0.3,1.477121255,407482692,4,4,4
40748342,2,6,0,2,2,8,2,NY,3,1,61,1,0.126,5,1,1,10,655,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,4.27E-05,0.003813155,0.05,0.698970004,407483422,2,3,4
40748417,1,4,0,3,5,7,3,CA,3,1,60,2,0.57,3,1,1,10,800,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,3,0,0,1,3,0,0,0,1,3,0,0,1,0,0,1,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,0,0.000194416,0.001906578,0.03,0.477121255,407484171,4,4,4
40748417,2,6,0,3,4,7,3,CA,3,1,66,1,1.387,5,1,1,10,750,HBW,1,1,0,0,0,0,1,1,1,1,1,1,4,0,0,0,1,2,0,1,0,3,0,0,0,1,3,0,0,1,0,0,1,4,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0.000473569,0.003813155,0.05,0.698970004,407484172,1,1,3
40748460,1,3,1,1,4,4,1,KY,1,2,22,2,14.329,28,1,1,10,728,HBW,2,0,1,0,0,0,1,1,1,0,0,1,2,0,0,1,0,2,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0.004895596,0.025738799,0.28,1.447158031,407484601,3,3,4
40748490,1,3,0,1,5,8,1,NY,1,1,47,2,8.598,15,1,1,10,624,HBW,1,1,0,0,0,0,1,0,1,0,1,1,2,0,0,1,0,3,0,0,1,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,0,0.002937426,0.013346044,0.15,1.176091259,407484901,3,4,2
40748555,1,3,1,2,4,10,2,FL,2,1,42,2,22.888,66,1,1,10,704,HBW,2,0,1,0,0,0,1,1,0,1,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0.007820038,0.061963775,0.66,1.819543936,407485551,2,3,3
40748555,2,3,1,2,4,10,2,FL,2,1,39,1,24.029,66,1,1,10,704,HBW,2,0,1,0,0,0,1,1,0,1,1,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.008209896,0.061963775,0.66,1.819543936,407485552,2,3,3
40748558,1,4,1,1,5,8,2,NY,1,2,46,2,13.392,30,1,1,10,700,HBW,2,0,1,0,0,0,1,1,1,0,1,1,2,0,0,1,0,3,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,0,0.004575442,0.027645377,0.3,1.477121255,407485581,1,3,2
40748574,1,4,0,2,5,9,4,WI,3,1,50,2,4.113,10,1,1,10,715,HBW,1,1,0,0,0,0,1,1,1,0,0,1,3,0,0,0,1,3,0,0,1,4,0,0,0,0,4,0,0,0,1,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0.00140499,0.0085796,0.1,1,407485741,3,3,4
40748578,2,6,0,2,2,10,3,TX,2,1,43,1,3.305,15,1,1,10,745,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,0,4,0,0,0,0,3,0,0,1,0,0,1,3,0,0,0,1,4,0,0,0,1,0,0,0,1,1,1,0.001128912,0.013346044,0.15,1.176091259,407485782,2,1,4
40748583,1,4,0,2,4,7,2,VA,3,1,57,2,12.871,25,2,1,10,615,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,3,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0.004397426,0.022878932,0.25,1.397940009,407485831,4,1,4
40748650,1,3,0,1,3,4,1,OH,1,2,46,1,17.108,21,1,1,10,734,HBW,1,1,0,0,0,0,1,1,1,0,1,1,2,0,0,1,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,1,0,0,1,1,1,0.005845126,0.019065777,0.21,1.322219295,407486501,3,3,2
40748662,1,3,0,2,4,10,2,NC,2,1,56,2,5.274,12,1,1,10,810,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.001801681,0.010486177,0.12,1.079181246,407486621,4,3,4
40748662,2,4,0,2,4,10,2,NC,2,1,57,1,1.37,7,1,1,10,753,HBW,1,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,1,0.00046776,0.005719733,0.07,0.84509804,407486622,2,3,4
40748933,2,3,0,2,2,5,3,TX,2,2,59,2,2.003,15,1,1,10,715,HBW,1,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,1,1,0,0,2,0,0,1,0,3,0,0,1,0,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.000684044,0.013346044,0.15,1.176091259,407489332,1,4,4
40748989,2,3,0,2,5,8,3,TX,2,1,51,2,17.956,30,1,1,10,700,HBW,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,3,0,0,1,3,0,0,0,1,3,0,0,1,0,0,1,3,0,0,0,1,5,0,0,0,0,1,0,0,1,1,0,0.006134871,0.027645377,0.3,1.477121255,407489892,-1,-1,-1
40749050,3,5,0,3,3,6,4,NY,4,1,47,1,24.902,45,2,1,10,600,HBW,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,1,0,0,3,0,0,0,1,4,0,0,0,1,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0.008508183,0.041944709,0.45,1.653212514,407490503,-1,-1,-1
40749102,1,1,0,1,5,6,1,NJ,0,1,50,2,0.232,15,1,1,10,645,HBW,5,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,3,0,0,1,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,1,0,0,1,1,0,7.89E-05,0.013346044,0.15,1.176091259,407491021,4,4,4
